Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales (in millions),EU_Sales (in millions),JP_Sales (in millions),Other_Sales (in millions),Global_Sales (in millions),Critic_Score,User_Score,Developer,Rating
March of the Penguins,DS,1970,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,34.0,17.0,SkyRiver Studios,E
Mario Golf: Advance Tour,GBA,1970,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45,84.0,86.0,Camelot Software Planning,E
Mario Golf: Toadstool Tour,GC,1970,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,80.0,Camelot Software Planning,E
Mario Golf: World Tour,3DS,1970,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78.0,82.0,Camelot Software Planning,E
Mario Hoops 3 on 3,DS,1970,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69.0,80.0,Square Enix,E
Mario Kart 7,3DS,1970,Racing,Nintendo,5.03,4.02,2.69,0.91,12.66,85.0,82.0,"Retro Studios, Entertainment Analysis & Development Division",E
Mario Kart 8,WiiU,1970,Racing,Nintendo,3.15,2.15,1.28,0.51,7.09,88.0,91.0,Nintendo,E
Mario Kart DS,DS,1970,Racing,Nintendo,9.71,7.47,4.13,1.9,23.21,91.0,86.0,Nintendo,E
Mario Kart Wii,Wii,1970,Racing,Nintendo,15.68,12.76,3.79,3.29,35.52,82.0,83.0,Nintendo,E
Mario Kart: Super Circuit,GBA,1970,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93.0,83.0,Intelligent Systems,E
Mario Party 10,WiiU,1970,Misc,Nintendo,0.69,0.53,0.24,0.12,1.58,66.0,65.0,"Nintendo, Nd Cube",E
Mario Party 4,GC,1970,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,70.0,74.0,Hudson,E
Mario Party 5,GC,1970,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,69.0,82.0,Hudson,E
Mario Party 6,GC,1970,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,79.0,Hudson Soft,E
Mario Party 7,GC,1970,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64.0,79.0,Hudson,E
Mario Party 8,Wii,1970,Misc,Nintendo,3.74,2.24,1.58,0.7,8.27,62.0,63.0,Hudson,E
Mario Party 9,Wii,1970,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,68.0,Nd Cube,E
Mario Party Advance,GBA,1970,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,54.0,Hudson,E
Mario Party DS,DS,1970,Misc,Nintendo,4.4,1.85,1.98,0.68,8.91,72.0,78.0,Hudson Soft,E
Mario Party: Island Tour,3DS,1970,Misc,Nintendo,0.62,0.64,0.55,0.11,1.92,57.0,63.0,"Nintendo, Nd Cube",E
Mario Party: Star Rush,3DS,1970,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,68.0,68.0,"Nintendo, Nd Cube",E
Mario Pinball Land,GBA,1970,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69,62.0,49.0,Fuse Games Limited,E
Mario Power Tennis,GC,1970,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,80.0,85.0,Camelot Software Planning,E
Mario Sports Mix,Wii,1970,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,64.0,71.0,Square Enix,E
Mario Strikers Charged,Wii,1970,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79.0,80.0,Next Level Games,E10+
Mario Super Sluggers,Wii,1970,Sports,Nintendo,1.48,0.0,0.29,0.12,1.89,69.0,78.0,Namco Bandai Games,E
Mario Superstar Baseball,GC,1970,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76.0,86.0,Namco,E
Mario Tennis Open,3DS,1970,Sports,Nintendo,0.26,0.29,0.34,0.05,0.95,69.0,69.0,Camelot Software Planning,E
Mario Tennis Ultra Smash,WiiU,1970,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44,58.0,53.0,"Nintendo, Camelot Software Planning",E
Mario Tennis: Power Tour,GBA,1970,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81.0,80.0,Camelot Software Planning,E
Mario vs. Donkey Kong,GBA,1970,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,81.0,80.0,Nintendo,E
Mario vs. Donkey Kong 2: March of the Minis,DS,1970,Puzzle,Nintendo,0.73,0.03,0.36,0.07,1.19,76.0,79.0,"Nintendo, Nintendo Software Technology",E
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,1970,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,77.0,Nintendo,E
Mario vs. Donkey Kong: Tipping Stars,3DS,1970,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,75.0,"Nintendo, Nintendo Software Technology",E
Mario vs. Donkey Kong: Tipping Stars,WiiU,1970,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01,70.0,74.0,"Nintendo, Nintendo Software Technology",E
Mark McMorris Infinite Air,PS4,1970,Sports,FuRyu Corporation,0.01,0.0,0.0,0.0,0.02,49.0,60.0,HB Studios Multimedia,T
Martian Gothic: Unification,PS,1970,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,61.0,Coyote Developments,M
Marvel Avengers: Battle for Earth,WiiU,1970,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12,50.0,50.0,Ubisoft Quebec,T
Marvel Avengers: Battle for Earth,X360,1970,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,62.0,73.0,Ubisoft Quebec,T
Marvel Nemesis: Rise of the Imperfects,PS2,1970,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77,53.0,63.0,"EA Canada, Nihilistic",T
Marvel Nemesis: Rise of the Imperfects,GC,1970,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38,54.0,57.0,"EA Canada, Nihilistic",T
Marvel Nemesis: Rise of the Imperfects,PSP,1970,Fighting,Electronic Arts,0.29,0.0,0.0,0.02,0.32,58.0,87.0,EA Canada,T
Marvel Nemesis: Rise of the Imperfects,XB,1970,Fighting,Electronic Arts,0.21,0.06,0.0,0.01,0.28,58.0,75.0,"EA Canada, Nihilistic",T
Marvel Nemesis: Rise of the Imperfects,DS,1970,Fighting,Electronic Arts,0.08,0.0,0.0,0.01,0.08,34.0,65.0,"EA Canada, Sensory Sweep",E10+
Marvel Super Hero Squad,DS,1970,Fighting,THQ,0.36,0.02,0.0,0.03,0.41,61.0,28.0,THQ,E10+
Marvel Super Hero Squad,Wii,1970,Fighting,THQ,0.3,0.03,0.0,0.03,0.36,49.0,62.0,Blue Tongue Entertainment,E10+
Marvel Super Hero Squad: The Infinity Gauntlet,X360,1970,Action,THQ,0.12,0.02,0.0,0.01,0.15,55.0,63.0,THQ,E10+
Marvel Trading Card Game,DS,1970,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,61.0,49.0,1st Playable Productions,T
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,1970,Fighting,Capcom,0.81,0.28,0.11,0.14,1.34,84.0,73.0,Capcom,T
Marvel: Ultimate Alliance,X360,1970,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,82.0,75.0,Raven Software,T
Marvel: Ultimate Alliance,PS2,1970,Role-Playing,Activision,0.69,0.03,0.0,0.11,0.82,81.0,82.0,Raven Software,T
Marvel: Ultimate Alliance,Wii,1970,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,73.0,73.0,Vicarious Visions,T
Marvel: Ultimate Alliance,PS3,1970,Role-Playing,Activision,0.33,0.02,0.0,0.03,0.38,78.0,76.0,Raven Software,T
Marvel: Ultimate Alliance,PSP,1970,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,75.0,Vicarious Visions,T
Marvel: Ultimate Alliance,PC,1970,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,82.0,80.0,Raven Software,T
Marvel: Ultimate Alliance 2,X360,1970,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.9,73.0,73.0,Vicarious Visions,T
Marvel: Ultimate Alliance 2,PS3,1970,Role-Playing,Activision,0.49,0.15,0.0,0.09,0.73,74.0,73.0,Vicarious Visions,T
Marvel: Ultimate Alliance 2,Wii,1970,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,52.0,n-Space,T
Marvel: Ultimate Alliance 2,DS,1970,Role-Playing,Activision,0.16,0.03,0.0,0.02,0.2,65.0,67.0,n-Space,E10+
Mass Effect,X360,1970,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,87.0,BioWare,M
Mass Effect,PC,1970,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.08,0.67,89.0,86.0,"BioWare, Demiurge Studios",M
Mass Effect 2,X360,1970,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,89.0,BioWare,M
Mass Effect 2,PS3,1970,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,94.0,85.0,BioWare,M
Mass Effect 2,PC,1970,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.06,0.39,94.0,88.0,BioWare,M
Mass Effect 3,X360,1970,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,58.0,BioWare,M
Mass Effect 3,PS3,1970,Role-Playing,Electronic Arts,0.63,0.56,0.03,0.2,1.42,93.0,55.0,BioWare,M
Mass Effect 3,PC,1970,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,55.0,BioWare,M
Mat Hoffman's Pro BMX,PS,1970,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80.0,86.0,Shaba Games,E
Mat Hoffman's Pro BMX 2,PS2,1970,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,91.0,Rainbow Studios,T
Max Payne,PS2,1970,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,85.0,Rockstar Toronto,M
Max Payne,XB,1970,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,89.0,83.0,neo Software,M
Max Payne,GBA,1970,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,78.0,78.0,Mobius Entertainment,M
Max Payne,PC,1970,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,89.0,91.0,Remedy Entertainment,M
Max Payne 2: The Fall of Max Payne,PS2,1970,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,73.0,82.0,Rockstar Vienna,M
Max Payne 2: The Fall of Max Payne,XB,1970,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84.0,84.0,Remedy Entertainment,M
Max Payne 2: The Fall of Max Payne,PC,1970,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,86.0,90.0,Remedy Entertainment,M
Max Payne 3,PS3,1970,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87.0,78.0,Rockstar Studios,M
Max Payne 3,X360,1970,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86.0,78.0,Rockstar Studios,M
Max Payne 3,PC,1970,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,87.0,76.0,Rockstar Studios,M
Maximo vs Army of Zin,PS2,1970,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,78.0,Capcom,T
Maximo: Ghosts to Glory,PS2,1970,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84.0,87.0,Capcom,T
Maximum Capacity: Hotel Giant,PC,1970,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02,59.0,77.0,JoWooD Entertainment AG,T
Mayhem 3D,X360,1970,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,47.0,86.0,Zoo Games,E10+
MC Groovz Dance Craze,GC,1970,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2,42.0,68.0,Mad Catz,E
MDK2 Armageddon,PS2,1970,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,80.0,83.0,BioWare,T
MechAssault,XB,1970,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,87.0,80.0,Day 1 Studios,T
MechAssault 2: Lone Wolf,XB,1970,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,81.0,75.0,Day 1 Studios,T
MechAssault: Phantom War,DS,1970,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,66.0,45.0,Backbone Entertainment,T
Medabots: Infinity,GC,1970,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,51.0,80.0,Imagineer,E
Medal of Honor,PS3,1970,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,75.0,"EA DICE, Danger Close",M
Medal of Honor,PS,1970,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,92.0,86.0,Dreamworks Interactive,T
Medal of Honor,X360,1970,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74.0,67.0,"Dice, Danger Close",M
Medal of Honor,PC,1970,Shooter,Electronic Arts,0.2,0.23,0.0,0.06,0.49,72.0,64.0,"Dice, Danger Close",M
Medal of Honor European Assault,GC,1970,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25,71.0,79.0,EA LA,T
Medal of Honor Heroes,PSP,1970,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71.0,79.0,Team Fusion,T
Medal of Honor Heroes 2,PSP,1970,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69.0,73.0,EA LA,T
Medal of Honor Heroes 2,Wii,1970,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,73.0,76.0,EA Canada,T
Medal of Honor: Airborne,PS3,1970,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75.0,76.0,Electronic Arts,T
Medal of Honor: Airborne,X360,1970,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73.0,67.0,Electronic Arts,T
Medal of Honor: Airborne,PC,1970,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,73.0,Electronic Arts,T
Medal of Honor: European Assault,XB,1970,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72.0,70.0,EA LA,T
Medal of Honor: Frontline,PS2,1970,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88.0,85.0,EA LA,T
Medal of Honor: Frontline,XB,1970,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,81.0,69.0,EA LA,T
Medal of Honor: Frontline,GC,1970,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,80.0,79.0,Dreamworks Games,T
Medal of Honor: Infiltrator,GBA,1970,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80.0,72.0,Netherock Ltd.,T
Medal of Honor: Rising Sun,PS2,1970,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,76.0,EA LA,T
Medal of Honor: Rising Sun,XB,1970,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,65.0,58.0,EA LA,T
Medal of Honor: Rising Sun,GC,1970,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,68.0,64.0,EA LA,T
Medal of Honor: Underground,PS,1970,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,90.0,Dreamworks Interactive,T
Medal of Honor: Underground,GBA,1970,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08,46.0,17.0,Rebellion,T
Medal of Honor: Vanguard,Wii,1970,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.09,56.0,70.0,BudCat,T
Medal of Honor: Vanguard,PS2,1970,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,63.0,61.0,Electronic Arts,T
Medal of Honor: Warfighter,PS3,1970,Action,Electronic Arts,0.48,0.62,0.06,0.26,1.41,55.0,60.0,Danger Close,M
Medal of Honor: Warfighter,X360,1970,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.15,53.0,54.0,Danger Close,M
Medal of Honor: Warfighter,PC,1970,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,54.0,Danger Close,M
Medieval II: Total War,PC,1970,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,88.0,89.0,Creative Assembly,T
Medieval Moves: Deadmund's Quest,PS3,1970,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,61.0,65.0,Zindagi Games,E10+
MediEvil: Resurrection,PSP,1970,Adventure,Sony Computer Entertainment,0.19,0.41,0.0,0.22,0.81,66.0,87.0,SCEE,T
Mega Man Anniversary Collection,PS2,1970,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,81.0,90.0,Atomic Planet Entertainment,E
Mega Man Anniversary Collection,GC,1970,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,81.0,88.0,Atomic Planet Entertainment,E
Mega Man Anniversary Collection,XB,1970,Platform,Capcom,0.1,0.03,0.0,0.0,0.13,80.0,92.0,Atomic Planet Entertainment,E
Mega Man Battle Chip Challenge,GBA,1970,Misc,Capcom,0.08,0.03,0.0,0.0,0.11,54.0,83.0,Capcom,E
Mega Man Battle Network,GBA,1970,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79.0,89.0,Capcom,E
Mega Man Battle Network 2,GBA,1970,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31,81.0,90.0,Capcom,E
Mega Man Legacy Collection,3DS,1970,Platform,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,71.0,Digital Eclipse,E
Mega Man Legacy Collection,PS4,1970,Platform,Capcom,0.07,0.0,0.0,0.02,0.08,77.0,61.0,Digital Eclipse,E
Mega Man Legends 2,PS,1970,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,76.0,88.0,Capcom,E
Mega Man Maverick Hunter X,PSP,1970,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79.0,83.0,Capcom,E10+
Mega Man Network Transmission,GC,1970,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,65.0,76.0,Arika,E
Mega Man Powered Up,PSP,1970,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,82.0,75.0,Capcom,E
Mega Man X Collection,GC,1970,Misc,Capcom,0.1,0.03,0.0,0.0,0.13,75.0,92.0,Capcom,E
Mega Man X: Command Mission,PS2,1970,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,69.0,71.0,"Valuewave Co.,Ltd.",E
Mega Man X: Command Mission,GC,1970,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,67.0,73.0,Capcom,E
Mega Man X5,PS,1970,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,76.0,89.0,Capcom,E
Mega Man X6,PS,1970,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65.0,68.0,Capcom,E
Mega Man X7,PS2,1970,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58.0,51.0,"Valuewave Co.,Ltd.",E
Mega Man X8,PS2,1970,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,68.0,85.0,"Valuewave Co.,Ltd.",E
Mega Man Zero,GBA,1970,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82.0,89.0,Inti,E
Mega Man Zero 2,GBA,1970,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81.0,86.0,Inti,E
Mega Man Zero 3,GBA,1970,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77.0,90.0,Inti,E
Mega Man Zero 4,GBA,1970,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,91.0,Inti,E
Mega Man Zero Collection,DS,1970,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,78.0,89.0,"Inti, Inti Creates",E
Mega Man ZX,DS,1970,Platform,Capcom,0.16,0.0,0.1,0.02,0.28,76.0,83.0,Inti Creates,E
Mega Man ZX Advent,DS,1970,Platform,Capcom,0.22,0.0,0.09,0.02,0.33,78.0,86.0,Inti Creates,E10+
Megamind: Ultimate Showdown,PS3,1970,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,42.0,THQ Australia,E10+
Megamind: Ultimate Showdown,X360,1970,Action,THQ,0.07,0.04,0.0,0.01,0.12,33.0,43.0,THQ Australia,E10+
Men in Black II: Alien Escape,PS2,1970,Shooter,Infogrames,0.24,0.19,0.0,0.06,0.5,50.0,73.0,Melbourne House,T
Men of Valor,XB,1970,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73.0,80.0,2015,M
Men of War,PC,1970,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,80.0,81.0,Best Way,M
Men of War: Assault Squad,PC,1970,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,82.0,"THQ, 1C, 1C Company",T
Men of War: Vietnam,PC,1970,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,49.0,Best Way,T
Mercenaries 2: World in Flames,X360,1970,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,72.0,Pandemic Studios,T
Mercenaries 2: World in Flames,PS3,1970,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,72.0,71.0,Pandemic Studios,T
Mercenaries 2: World in Flames,PS2,1970,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38,49.0,74.0,Artificial Mind and Movement,T
Mercury Meltdown,PSP,1970,Action,Atari,0.05,0.0,0.0,0.01,0.06,78.0,78.0,Ignition Entertainment,E
Mercury Meltdown Revolution,Wii,1970,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77.0,74.0,Ignition Entertainment,E
Metal Arms: Glitch in the System,PS2,1970,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,81.0,89.0,Mass Media,T
Metal Arms: Glitch in the System,XB,1970,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,82.0,87.0,Swingin' Ape,T
Metal Arms: Glitch in the System,GC,1970,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,93.0,Swingin' Ape,T
Metal Dungeon,XB,1970,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44.0,72.0,Panther Software,T
Metal Gear Rising: Revengeance,PS3,1970,Action,Konami Digital Entertainment,0.45,0.37,0.44,0.16,1.42,80.0,79.0,PlatinumGames,M
Metal Gear Rising: Revengeance,X360,1970,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,82.0,78.0,PlatinumGames,M
Metal Gear Solid,PS,1970,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,94.0,KCEJ,M
Metal Gear Solid 2: Sons of Liberty,PS2,1970,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,87.0,KCEJ,M
Metal Gear Solid 2: Substance,PS2,1970,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87.0,90.0,KCEJ,M
Metal Gear Solid 3: Snake Eater,PS2,1970,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,93.0,KCEJ,M
Metal Gear Solid 3: Subsistence,PS2,1970,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94.0,93.0,Aspect,M
Metal Gear Solid 4: Guns of the Patriots,PS3,1970,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,87.0,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,PS4,1970,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75.0,62.0,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,PS3,1970,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66.0,59.0,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,XOne,1970,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,54.0,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,PC,1970,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01,80.0,76.0,Kojima Productions,M
Metal Gear Solid V: The Phantom Pain,PS4,1970,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,82.0,"Kojima Productions, Moby Dick Studio",M
Metal Gear Solid V: The Phantom Pain,XOne,1970,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.0,73.0,"Kojima Productions, Moby Dick Studio",M
Metal Gear Solid V: The Phantom Pain,PC,1970,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,77.0,Kojima Productions,M
Metal Gear Solid: Digital Graphic Novel,PSP,1970,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,72.0,Kojima Productions,M
Metal Gear Solid: Peace Walker,PSP,1970,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89.0,89.0,Kojima Productions,T
Metal Gear Solid: Portable Ops,PSP,1970,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87.0,82.0,Kojima Productions,M
Metal Gear Solid: Portable Ops Plus,PSP,1970,Action,Konami Digital Entertainment,0.26,0.0,0.26,0.17,0.69,65.0,75.0,Kojima Productions,T
Metal Gear Solid: Snake Eater 3D,3DS,1970,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78.0,78.0,Kojima Productions,M
Metal Gear Solid: The Legacy Collection,PS3,1970,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93.0,90.0,Konami,M
Metal Gear Solid: The Twin Snakes,GC,1970,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85.0,90.0,Silicon Knights,M
Metal Saga,PS2,1970,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,62.0,73.0,Crea-Tech,T
Metal Slug 3,XB,1970,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,51.0,SNK,T
Metal Slug 7,DS,1970,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,70.0,74.0,SNK Playmore,T
Metal Slug Advance,GBA,1970,Shooter,Ignition Entertainment,0.06,0.02,0.0,0.0,0.08,79.0,83.0,Noise Factory,T
Metal Slug Anthology,Wii,1970,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14,73.0,80.0,Terminal Reality,T
Metal Slug Anthology,PSP,1970,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,74.0,Terminal Reality,T
Metal Slug Anthology,PS2,1970,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,80.0,81.0,Terminal Reality,T
Metal Slug X,PS,1970,Shooter,Virgin Interactive,0.05,0.03,0.0,0.01,0.09,85.0,88.0,ProSoft,T
Metal Slug XX,PSP,1970,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67.0,61.0,SNK Playmore,T
Meteos,DS,1970,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,75.0,Q Entertainment,E
Meteos: Disney Magic,DS,1970,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74.0,66.0,Q Entertainment,E
Metro 2033,X360,1970,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77.0,79.0,4A Games,M
Metro 2033,PC,1970,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81.0,81.0,4A Games,M
Metro: Last Light,PC,1970,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,86.0,4A Games,M
Metroid Fusion,GBA,1970,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92.0,91.0,Nintendo,E
Metroid Prime,GC,1970,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,93.0,Retro Studios,T
